GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Acceleration Sensor(Total)(g),Engine RPM(rpm),Kilometers Per Litre(Instant)(kpl),GPS Satellites,Trip Distance(km)
Wed Mar 27 21:49:56 GMT+01:00 2019,27-mar-2019 21:49:54.492,7.413831666666666,45.109874999999995,6.984781,7.5,362.1,15.32,1.637,-0.028,9.366,-0.011782587,18.0,-0.011782586574554443,1118.0,2.3036246299743652,13.0,4.514431953430176
Wed Mar 27 21:49:57 GMT+01:00 2019,27-mar-2019 21:49:55.493,7.413844999999999,45.10990833333334,5.709299,7.5,364.3,15.34,1.685,0.162,9.184,-0.02904284,15.0,-0.029042840003967285,813.5,3.216529130935669,13.0,4.518611907958984
Wed Mar 27 21:49:58 GMT+01:00 2019,27-mar-2019 21:49:56.492,7.413865,45.109941666666664,4.2315316,7.5,366.1,9.37,2.097,-0.469,8.878,-0.049874127,8.0,-0.04987412691116333,782.75,3.261688232421875,13.0,4.522065162658691
Wed Mar 27 21:49:59 GMT+01:00 2019,27-mar-2019 21:49:57.492,7.413876666666666,45.10996166666667,3.0306845,7.5,367.8,7.41,1.158,0.354,9.931,0.03883189,4.0,0.038831889629364014,786.75,1.5158970355987549,13.0,4.5235915184021
Wed Mar 27 21:50:00 GMT+01:00 2019,27-mar-2019 21:49:58.493,7.413884999999999,45.10995666666666,0.0,7.5,368.9,7.41,0.268,0.287,9.787,0.017458081,0.0,0.017458081245422363,1198.5,0.0,13.0,4.52402925491333
Wed Mar 27 21:50:01 GMT+01:00 2019,27-mar-2019 21:49:59.492,7.413884999999999,45.10995666666666,0.0,7.5,370.1,7.41,-1.216,0.124,10.305,0.07682234,4.0,0.07682234048843384,964.25,0.633378267288208,13.0,4.524340629577637
Wed Mar 27 21:50:02 GMT+01:00 2019,27-mar-2019 21:50:00.492,7.413886666666667,45.109966666666665,0.0,7.5,371.3,0.6,-1.149,-0.727,9.452,-0.007575512,10.0,-0.007575511932373047,1276.75,1.0552233457565308,13.0,4.526410102844238
Wed Mar 27 21:50:03 GMT+01:00 2019,27-mar-2019 21:50:01.493,7.413886666666667,45.10998333333334,2.794427,7.4,368.4,344.07,0.852,-2.087,10.113,0.07518643,15.0,0.07518643140792847,1750.25,1.0974040031433105,13.0,4.529745101928711
Wed Mar 27 21:50:04 GMT+01:00 2019,27-mar-2019 21:50:02.493,7.413861666666666,45.110013333333335,3.8928442,7.4,369.3,323.76,-0.478,-0.756,10.812,0.12490553,14.0,0.124905526638031,954.5,1.7555782794952393,12.0,4.533944129943848
Wed Mar 27 21:50:05 GMT+01:00 2019,27-mar-2019 21:50:03.492,7.413815,45.11004333333334,4.3030777,7.4,369.5,312.21,-1.972,-0.181,10.276,0.08577579,18.0,0.08577579259872437,1176.75,1.820084810256958,12.0,4.537901401519775
Wed Mar 27 21:50:06 GMT+01:00 2019,27-mar-2019 21:50:04.492,7.4137466666666665,45.11006999999999,5.5656915,7.4,369.6,299.93,-0.928,0.861,11.052,0.15297168,25.0,0.15297168493270874,1557.75,1.2392183542251587,12.0,4.544045448303223
Wed Mar 27 21:50:07 GMT+01:00 2019,27-mar-2019 21:50:05.495,7.413664999999999,45.110099999999996,6.878233,7.4,369.9,297.6,1.771,0.593,9.682,0.024146497,30.0,0.02414649724960327,1796.75,1.5935901403427124,12.0,4.551456928253174
Wed Mar 27 21:50:08 GMT+01:00 2019,27-mar-2019 21:50:06.492,7.413576666666668,45.11014166666667,7.908192,7.4,368.6,299.01,0.201,1.101,9.203,0.06317757,28.0,0.06317757070064545,1195.5,3.4402079582214355,13.0,4.560155391693115
Wed Mar 27 21:50:09 GMT+01:00 2019,27-mar-2019 21:50:07.492,7.413475,45.11018333333333,8.61542,7.4,367.8,299.2,-0.9,1.484,9.184,-0.028242052,31.0,-0.028242051601409912,1240.25,2.4801759719848633,13.0,4.5678486824035645
Wed Mar 27 21:50:10 GMT+01:00 2019,27-mar-2019 21:50:08.494,7.41337,45.110233333333326,9.464712,7.4,366.9,302.0,-0.727,2.097,9.05,-0.031134784,36.0,-0.03113478422164917,1407.75,1.9205105304718018,13.0,4.576723575592041
Wed Mar 27 21:50:11 GMT+01:00 2019,27-mar-2019 21:50:09.492,7.413264999999999,45.11028666666666,10.461729,7.4,366.7,306.12,-1.101,1.321,10.668,0.12049991,42.0,0.12049990892410278,1648.0,1.6224784851074219,12.0,4.587749481201172
Wed Mar 27 21:50:12 GMT+01:00 2019,27-mar-2019 21:50:10.492,7.413205,45.110355,12.010529,7.5,364.8,315.05,-0.871,0.574,9.414,-0.01549387,47.0,-0.01549386978149414,1822.5,1.7554069757461548,13.0,4.599911689758301
Wed Mar 27 21:50:13 GMT+01:00 2019,27-mar-2019 21:50:11.492,7.413096666666666,45.110440000000004,14.061182,7.5,364.6,322.54,-0.124,0.842,8.619,-0.09813374,50.0,-0.09813374280929565,1947.5,3.1378374099731445,13.0,4.614299297332764
Wed Mar 27 21:50:14 GMT+01:00 2019,27-mar-2019 21:50:12.492,7.412983333333333,45.110564999999994,14.482739,7.6,363.2,324.38,0.478,-0.009,9.634,0.0022675395,51.0,0.0022675395011901855,1996.25,3.369046449661255,12.0,4.627976894378662
Wed Mar 27 21:50:15 GMT+01:00 2019,27-mar-2019 21:50:13.492,7.412873333333333,45.11067333333334,14.871354,7.6,363.3,324.57,0.536,0.459,10.611,0.103040636,52.0,0.10304063558578491,2030.0,3.356501340866089,12.0,4.641571998596191
Wed Mar 27 21:50:16 GMT+01:00 2019,27-mar-2019 21:50:14.497,7.41276,45.110788333333325,15.143127,7.6,363.8,323.92,1.245,0.689,10.151,0.063877285,53.0,0.06387728452682495,1993.25,4.1504950523376465,12.0,4.657153129577637
Wed Mar 27 21:50:17 GMT+01:00 2019,27-mar-2019 21:50:15.492,7.4126433333333335,45.11092,14.320601,7.6,362.9,323.34,1.139,0.296,9.701,0.015138626,50.0,0.015138626098632812,1929.75,2.942776918411255,13.0,4.671082973480225
Wed Mar 27 21:50:18 GMT+01:00 2019,27-mar-2019 21:50:16.492,7.41253,45.111026666666675,13.599991,7.6,362.8,323.25,1.905,0.507,9.136,-0.028272271,45.0,-0.028272271156311035,1738.25,3.025275945663452,13.0,4.683768272399902
Wed Mar 27 21:50:19 GMT+01:00 2019,27-mar-2019 21:50:17.492,7.412438333333333,45.11112,11.577132,7.6,362.4,322.2,2.882,0.086,8.676,-0.049037397,38.0,-0.049037396907806396,1457.5,3.2893190383911133,13.0,4.6949052810668945
Wed Mar 27 21:50:20 GMT+01:00 2019,27-mar-2019 21:50:18.492,7.412361666666667,45.11119999999999,9.684499,7.6,362.0,325.33,2.758,2.011,11.233,0.21575254,31.0,0.21575254201889038,1193.5,3.629525661468506,13.0,4.704122543334961
Wed Mar 27 21:50:21 GMT+01:00 2019,27-mar-2019 21:50:19.492,7.412319999999999,45.11127166666667,9.086906,7.5,362.2,331.67,2.106,0.517,10.525,0.11442047,27.0,0.11442047357559204,1058.5,3.6920158863067627,13.0,4.712161540985107
Wed Mar 27 21:50:22 GMT+01:00 2019,27-mar-2019 21:50:20.492,7.412318333333333,45.111329999999995,7.17986,7.5,361.8,351.92,0.976,-0.938,10.228,0.07070118,26.0,0.07070118188858032,1005.0,3.7962138652801514,13.0,4.719810485839844
Wed Mar 27 21:50:23 GMT+01:00 2019,27-mar-2019 21:50:21.492,7.412311666666667,45.11139,6.7202134,7.5,361.1,351.72,0.268,-1.455,8.188,-0.13282591,24.0,-0.13282591104507446,969.25,5.183003902435303,13.0,4.726098537445068
Wed Mar 27 21:50:24 GMT+01:00 2019,27-mar-2019 21:50:22.492,7.412291666666666,45.11145833333333,7.1186085,7.5,360.9,339.53,0.134,-2.968,10.649,0.14598113,24.0,0.14598113298416138,949.5,3.8811264038085938,13.0,4.733078479766846
Wed Mar 27 21:50:25 GMT+01:00 2019,27-mar-2019 21:50:23.492,7.4122433333333335,45.11151333333334,6.9399996,7.5,360.7,323.89,-0.488,-0.804,8.217,-0.13791645,26.0,-0.1379164457321167,1032.75,3.4975931644439697,13.0,4.740046977996826
Wed Mar 27 21:50:26 GMT+01:00 2019,27-mar-2019 21:50:24.492,7.4121733333333335,45.11155833333334,7.3116293,7.5,360.7,311.25,-1.053,0.794,9.538,5.232096E-4,29.0,5.232095718383789E-4,1131.0,2.9898126125335693,13.0,4.747581481933594
Wed Mar 27 21:50:27 GMT+01:00 2019,27-mar-2019 21:50:25.492,7.412085,45.11159666666667,8.375045,7.4,360.8,301.05,0.038,2.49,8.609,-0.0674482,33.0,-0.0674481987953186,1288.75,2.338627338409424,13.0,4.755702495574951
Wed Mar 27 21:50:28 GMT+01:00 2019,27-mar-2019 21:50:26.492,7.411989999999999,45.111643333333326,9.364856,7.4,360.9,306.11,-0.153,2.604,11.09,0.18032962,37.0,0.18032962083816528,1451.5,1.994467854499817,13.0,4.765288352966309
Wed Mar 27 21:50:29 GMT+01:00 2019,27-mar-2019 21:50:27.492,7.411888333333334,45.11170333333333,9.973258,7.4,360.8,311.18,-0.976,0.536,9.376,-0.01852417,42.0,-0.018524169921875,1672.75,1.6599761247634888,14.0,4.776061534881592
Wed Mar 27 21:50:30 GMT+01:00 2019,27-mar-2019 21:50:28.492,7.411786666666666,45.111791666666676,11.321315,7.4,360.9,319.88,-0.584,0.21,9.462,-0.014401615,47.0,-0.014401614665985107,1822.5,2.544541358947754,14.0,4.789109706878662
Wed Mar 27 21:50:31 GMT+01:00 2019,27-mar-2019 21:50:29.491,7.411673333333332,45.11187833333334,12.056853,7.5,360.8,318.99,0.488,0.459,9.596,-4.335642E-4,49.0,-4.335641860961914E-4,1904.0,3.771406888961792,14.0,4.802193641662598
Wed Mar 27 21:50:32 GMT+01:00 2019,27-mar-2019 21:50:30.492,7.411551666666666,45.11196666666667,13.894412,7.5,359.7,321.23,0.526,1.005,9.768,0.021409929,50.0,0.021409928798675537,1963.5,4.313042640686035,13.0,4.815267086029053
Wed Mar 27 21:50:33 GMT+01:00 2019,27-mar-2019 21:50:31.491,7.411435,45.112071666666665,15.169893,7.6,360.0,322.86,1.053,0.153,9.969,0.04098016,51.0,0.04098016023635864,1988.25,4.874114513397217,13.0,4.829606056213379
Wed Mar 27 21:50:34 GMT+01:00 2019,27-mar-2019 21:50:32.492,7.411316666666666,45.11218833333334,15.149819,7.6,360.2,324.16,1.091,0.268,9.127,-0.043601334,51.0,-0.04360133409500122,1988.25,5.714410305023193,14.0,4.843419075012207
Wed Mar 27 21:50:35 GMT+01:00 2019,27-mar-2019 21:50:33.493,7.411181666666666,45.11230333333333,14.9712105,7.6,361.0,323.36,0.737,-0.153,10.448,0.086795986,51.0,0.08679598569869995,1981.25,6.689640045166016,14.0,4.857486724853516
Wed Mar 27 21:50:36 GMT+01:00 2019,27-mar-2019 21:50:34.492,7.411074999999999,45.11241333333334,14.661347,7.6,360.9,323.54,1.043,0.536,10.017,0.04707402,50.0,0.04707401990890503,1954.5,6.505454063415527,14.0,4.871242046356201
Wed Mar 27 21:50:37 GMT+01:00 2019,27-mar-2019 21:50:35.492,7.410975,45.112515,14.329866,7.6,361.3,324.07,1.628,-0.134,9.692,0.020905435,50.0,0.02090543508529663,1904.0,6.129467010498047,12.0,4.884311676025391
Wed Mar 27 21:50:38 GMT+01:00 2019,27-mar-2019 21:50:36.492,7.410863333333333,45.11261666666666,13.956179,7.6,360.8,323.94,1.321,0.526,10.113,0.06002611,48.0,0.06002610921859741,1852.25,3.1129965782165527,12.0,4.897733688354492
Wed Mar 27 21:50:39 GMT+01:00 2019,27-mar-2019 21:50:37.491,7.410749999999999,45.11272,13.564989,7.6,361.0,322.83,1.283,-0.038,9.902,0.036823213,46.0,0.03682321310043335,1775.0,3.107008934020996,12.0,4.911986351013184
Wed Mar 27 21:50:40 GMT+01:00 2019,27-mar-2019 21:50:38.491,7.410653333333332,45.11281333333333,12.822246,7.6,360.8,323.64,1.656,-0.316,10.314,0.08432871,44.0,0.08432871103286743,1710.5,3.1450507640838623,13.0,4.924065589904785
Wed Mar 27 21:50:41 GMT+01:00 2019,27-mar-2019 21:50:39.492,7.410575,45.112905,12.719815,7.6,360.1,325.95,0.871,0.833,9.883,0.03390473,42.0,0.03390473127365112,1634.0,3.1667168140411377,13.0,4.936100959777832
Wed Mar 27 21:50:42 GMT+01:00 2019,27-mar-2019 21:50:40.492,7.4104816666666675,45.11299166666666,11.883392,7.6,359.7,324.44,1.139,0.287,8.964,-0.0594272,41.0,-0.05942720174789429,1585.5,3.2052559852600098,12.0,4.9474029541015625
Wed Mar 27 21:50:43 GMT+01:00 2019,27-mar-2019 21:50:41.492,7.410391666666667,45.11307166666667,11.328522,7.6,359.2,323.77,1.225,-0.162,9.998,0.045918405,40.0,0.045918405055999756,1546.75,3.234272003173828,11.0,4.9580278396606445
Wed Mar 27 21:50:44 GMT+01:00 2019,27-mar-2019 21:50:42.492,7.410306666666666,45.11315166666667,11.028953,7.5,358.6,323.76,1.235,0.411,9.826,0.0293805,39.0,0.029380500316619873,1505.0,4.751183032989502,10.0,4.968784332275391
Wed Mar 27 21:50:45 GMT+01:00 2019,27-mar-2019 21:50:43.497,7.410208333333332,45.11323000000001,10.788063,7.6,358.8,321.35,1.216,-0.421,8.782,-0.07623178,38.0,-0.10055911540985107,1502.0,7.185582160949707,11.0,4.979463577270508
Wed Mar 27 21:50:46 GMT+01:00 2019,27-mar-2019 21:50:44.492,7.410108333333333,45.11330666666666,10.899757,7.6,359.0,322.73,0.881,0.162,9.289,-0.02971661,38.0,-0.0297166109085083,1495.25,7.782588005065918,11.0,4.990060806274414
Wed Mar 27 21:50:47 GMT+01:00 2019,27-mar-2019 21:50:45.492,7.410025,45.11337833333334,10.998585,7.5,359.2,319.5,0.038,-0.603,9.031,-0.05835086,40.0,-0.05835086107254028,1541.75,7.1208696365356445,10.0,5.000644683837891
Wed Mar 27 21:50:48 GMT+01:00 2019,27-mar-2019 21:50:46.496,7.409935,45.11345166666667,11.512278,7.5,359.2,317.36,0.517,0.086,9.73,0.012282789,41.0,0.012282788753509521,1585.5,6.443650722503662,8.0,5.012457847595215
Wed Mar 27 21:50:49 GMT+01:00 2019,27-mar-2019 21:50:47.491,7.409856666666667,45.11350833333333,11.749564,7.5,358.2,315.87,0.392,0.383,9.912,0.030940711,42.0,0.030940711498260498,1615.25,6.4453253746032715,8.0,5.023929595947266
Wed Mar 27 21:50:50 GMT+01:00 2019,27-mar-2019 21:50:48.492,7.4097800000000005,45.11356666666667,12.034205,7.5,357.1,313.81,2.145,-0.421,10.726,0.13484865,42.0,0.13484865427017212,1648.0,6.2729339599609375,8.0,5.034639835357666
Wed Mar 27 21:50:51 GMT+01:00 2019,27-mar-2019 21:50:49.492,7.409685,45.113638333333334,12.123253,7.5,357.2,315.4,1.599,0.565,10.161,0.069107115,43.0,0.06910711526870728,1683.75,6.363242149353027,8.0,5.046247482299805
Wed Mar 27 21:50:52 GMT+01:00 2019,27-mar-2019 21:50:50.492,7.409630000000001,45.113719999999994,12.213329,7.5,357.2,315.5,0.335,0.095,10.036,0.042653263,44.0,0.04265326261520386,1710.5,6.2314982414245605,11.0,5.0586934089660645
Wed Mar 27 21:50:53 GMT+01:00 2019,27-mar-2019 21:50:51.492,7.40952,45.113800000000005,12.395026,7.5,358.3,315.47,0.928,0.239,8.782,-0.0804773,45.0,-0.08047729730606079,1733.25,6.366532325744629,10.0,5.071135520935059
Wed Mar 27 21:50:54 GMT+01:00 2019,27-mar-2019 21:50:52.493,7.409414999999999,45.11388166666667,12.424365,7.5,359.1,316.18,0.296,0.9,10.515,0.09520751,45.0,0.09520751237869263,1755.0,6.337042331695557,10.0,5.0837483406066895
Wed Mar 27 21:50:55 GMT+01:00 2019,27-mar-2019 21:50:53.498,7.409283333333334,45.11396,12.626651,7.5,358.8,313.51,0.9,-0.047,10.611,0.10454565,46.0,0.10454565286636353,1771.0,6.181161403656006,9.0,5.096093654632568
Wed Mar 27 21:50:56 GMT+01:00 2019,27-mar-2019 21:50:54.492,7.409155,45.114045000000004,13.1660795,7.5,358.1,313.37,0.756,0.249,9.586,-4.711151E-4,45.0,-4.711151123046875E-4,1783.0,3.7932450771331787,9.0,5.108537673950195
Wed Mar 27 21:50:57 GMT+01:00 2019,27-mar-2019 21:50:55.492,7.409023333333333,45.11412833333334,13.140344,7.5,357.5,313.54,1.58,0.794,8.504,-0.09558725,44.0,-0.09558725357055664,1708.5,3.2079014778137207,10.0,5.120433330535889
Wed Mar 27 21:50:58 GMT+01:00 2019,27-mar-2019 21:50:56.493,7.408871666666666,45.11421,13.111519,7.5,354.6,318.8,2.212,0.545,9.012,-0.033447683,41.0,-0.03344768285751343,1595.25,3.1681435108184814,11.0,5.13264799118042
Wed Mar 27 21:50:59 GMT+01:00 2019,27-mar-2019 21:50:57.492,7.408766666666666,45.11429499999999,12.0218525,7.5,355.1,321.68,2.02,0.363,9.395,-7.18832E-4,38.0,-7.188320159912109E-4,878.0,6.374946594238281,11.0,5.143361568450928
Wed Mar 27 21:51:00 GMT+01:00 2019,27-mar-2019 21:50:58.493,7.408676666666666,45.11437333333333,10.753062,7.5,355.6,325.29,2.308,0.402,9.778,0.043947756,34.0,0.04394775629043579,916.75,9.872865676879883,11.0,5.15332555770874
Wed Mar 27 21:51:01 GMT+01:00 2019,27-mar-2019 21:50:59.492,7.408613333333333,45.11445666666667,9.80237,7.5,355.8,331.03,2.815,-0.689,12.239,0.30110425,28.0,0.30110424757003784,1502.0,2.805325508117676,11.0,5.1617021560668945
Wed Mar 27 21:51:02 GMT+01:00 2019,27-mar-2019 21:51:00.492,7.408575,45.114538333333336,8.98602,7.5,356.5,338.9,1.618,0.306,9.921,0.04415065,24.0,0.04415065050125122,1487.25,2.074183702468872,11.0,5.168766975402832
Wed Mar 27 21:51:03 GMT+01:00 2019,27-mar-2019 21:51:01.492,7.408565,45.11461333333333,8.020402,7.5,357.1,349.43,1.484,0.201,9.653,0.014766812,21.0,0.014766812324523926,1352.25,2.1731505393981934,12.0,5.175458908081055
Wed Mar 27 21:51:04 GMT+01:00 2019,27-mar-2019 21:51:02.492,7.408546666666666,45.11465499999999,6.437116,7.5,357.8,353.69,0.536,0.43,9.749,0.015247405,20.0,0.0152474045753479,1257.0,3.8268449306488037,13.0,5.181125164031982
Wed Mar 27 21:51:05 GMT+01:00 2019,27-mar-2019 21:51:03.492,7.408541666666667,45.114709999999995,5.8992314,7.4,358.0,356.13,0.928,-0.268,9.557,-0.0018268824,19.0,-0.0018268823623657227,1217.25,2.559709072113037,13.0,5.186546325683594
Wed Mar 27 21:51:06 GMT+01:00 2019,27-mar-2019 21:51:04.492,7.4085383333333334,45.11476,5.7376084,7.4,358.6,355.81,0.0,-0.124,9.328,-0.030049562,19.0,-0.030049562454223633,1235.25,2.645684003829956,12.0,5.191760063171387
Wed Mar 27 21:51:07 GMT+01:00 2019,27-mar-2019 21:51:05.492,7.408528333333334,45.11480666666667,5.5806184,7.4,359.2,350.02,0.536,-0.21,8.801,-0.081937194,18.0,-0.08193719387054443,1151.75,4.1387810707092285,11.0,5.196921348571777
Wed Mar 27 21:51:08 GMT+01:00 2019,27-mar-2019 21:51:06.491,7.408509999999999,45.11484833333334,5.0175123,7.4,359.8,341.01,1.225,0.124,9.184,-0.036436617,16.0,-0.036436617374420166,1012.0,2.2636559009552,12.0,5.20186185836792
Wed Mar 27 21:51:09 GMT+01:00 2019,27-mar-2019 21:51:07.491,7.408485,45.114885,4.5187464,7.4,360.7,333.09,0.996,0.086,10.046,0.048114955,14.0,0.04811495542526245,889.0,3.92889404296875,13.0,5.205934524536133
Wed Mar 27 21:51:10 GMT+01:00 2019,27-mar-2019 21:51:08.492,7.408458333333334,45.114915,4.3030777,7.4,361.1,329.22,1.158,0.67,10.467,0.09465271,14.0,0.09465271234512329,857.25,3.658712148666382,13.0,5.209730625152588
Wed Mar 27 21:51:11 GMT+01:00 2019,27-mar-2019 21:51:09.492,7.40843,45.11493833333334,3.7667372,7.4,361.6,324.22,0.967,0.632,9.883,0.039499205,14.0,0.039499204605817795,884.0,2.3881990909576416,14.0,5.213359832763672
Wed Mar 27 21:51:12 GMT+01:00 2019,27-mar-2019 21:51:10.492,7.4084,45.114965,4.042114,7.4,362.1,320.71,-0.019,0.747,9.644,0.005025029,15.0,0.005025029182434082,917.75,2.1317038536071777,14.0,5.217258453369141
Wed Mar 27 21:51:13 GMT+01:00 2019,27-mar-2019 21:51:11.491,7.408365,45.114988333333336,4.1265283,7.4,362.5,315.72,-0.919,0.967,9.586,0.0055831075,17.0,0.0055831074714660645,1111.25,2.1317737102508545,14.0,5.221193790435791
Wed Mar 27 21:51:14 GMT+01:00 2019,27-mar-2019 21:51:12.492,7.4083266666666665,45.11502,5.052513,7.4,362.9,317.05,-0.325,0.747,10.075,0.049364984,22.0,0.04936498403549194,1375.0,2.1210808753967285,14.0,5.2268452644348145
Wed Mar 27 21:51:15 GMT+01:00 2019,27-mar-2019 21:51:13.492,7.408276666666666,45.11505333333333,6.054163,7.4,363.6,314.14,0.067,0.919,9.069,-0.051775694,25.0,-0.05177569389343262,1572.5,2.467707633972168,15.0,5.233450889587402
Wed Mar 27 21:51:16 GMT+01:00 2019,27-mar-2019 21:51:14.492,7.408213333333333,45.1151,7.423324,7.4,364.1,316.29,0.105,0.172,12.402,0.283387,28.0,0.2833870053291321,1768.0,2.5318386554718018,15.0,5.241048336029053
Wed Mar 27 21:51:17 GMT+01:00 2019,27-mar-2019 21:51:15.492,7.4081399999999995,45.11515333333333,8.459459,7.4,364.3,315.01,0.986,1.589,13.034,0.36124974,31.0,0.36124974489212036,1921.75,2.6531753540039062,15.0,5.248761177062988
Wed Mar 27 21:51:18 GMT+01:00 2019,27-mar-2019 21:51:16.492,7.408060000000001,45.11521,9.002492,7.4,364.4,312.75,1.197,0.469,12.498,0.29972857,33.0,0.2997285723686218,2056.75,2.6401872634887695,15.0,5.257877349853516
Wed Mar 27 21:51:19 GMT+01:00 2019,27-mar-2019 21:51:17.492,7.407973333333333,45.11526666666667,9.525964,7.4,364.5,311.89,0.114,-0.153,7.642,-0.20175624,35.0,-0.20175623893737793,2163.0,2.523499011993408,14.0,5.266838073730469
Wed Mar 27 21:51:20 GMT+01:00 2019,27-mar-2019 21:51:18.492,7.4078833333333325,45.11532999999999,10.115321,7.4,364.2,309.85,1.723,1.091,9.711,0.030501425,36.0,0.03050142526626587,2256.25,2.6572158336639404,14.0,5.276371479034424
Wed Mar 27 21:51:21 GMT+01:00 2019,27-mar-2019 21:51:19.492,7.407788333333333,45.11539166666667,10.577027,7.5,364.3,310.86,0.842,0.584,10.218,0.065814674,37.0,0.06581467390060425,2295.75,3.045703172683716,14.0,5.287246227264404
Wed Mar 27 21:51:22 GMT+01:00 2019,27-mar-2019 21:51:20.492,7.407683333333334,45.115455000000004,10.586806,7.5,364.6,307.34,0.948,1.197,9.328,-0.017478347,37.0,-0.017478346824645996,2290.0,3.4694716930389404,14.0,5.297091960906982
Wed Mar 27 21:51:23 GMT+01:00 2019,27-mar-2019 21:51:21.492,7.407566666666666,45.11551666666666,10.5538645,7.5,364.1,305.79,0.699,-0.469,9.874,0.029174745,37.0,0.029174745082855225,2273.0,3.6377716064453125,14.0,5.307358741760254
Wed Mar 27 21:51:24 GMT+01:00 2019,27-mar-2019 21:51:22.491,7.407443333333333,45.11556833333334,10.352608,7.5,363.3,307.15,1.628,-0.45,9.998,0.05260533,36.0,0.05260533094406128,2221.5,3.5780234336853027,14.0,5.3175883293151855
Wed Mar 27 21:51:25 GMT+01:00 2019,27-mar-2019 21:51:23.492,7.407335000000001,45.11562166666666,9.759648,7.6,363.6,309.84,1.216,0.67,10.19,0.067332804,35.0,0.06733280420303345,2163.0,3.6357932090759277,13.0,5.3269195556640625
Wed Mar 27 21:51:26 GMT+01:00 2019,27-mar-2019 21:51:24.493,7.407241666666666,45.115676666666666,9.770972,7.5,363.4,311.96,1.139,0.459,9.127,-0.042239428,34.0,-0.03895455598831177,2133.25,3.8633971214294434,12.0,5.3361897468566895
Wed Mar 27 21:51:27 GMT+01:00 2019,27-mar-2019 21:51:25.492,7.407143333333333,45.115734999999994,9.680896,7.5,363.0,309.23,0.708,0.66,10.18,0.06139666,34.0,0.061396658420562744,2136.0,3.9072070121765137,12.0,5.34556770324707
Wed Mar 27 21:51:28 GMT+01:00 2019,27-mar-2019 21:51:26.492,7.407046666666668,45.11579833333334,10.149293,7.5,362.7,310.49,1.139,-0.22,8.092,-0.14769441,35.0,-0.1476944088935852,2180.75,3.2595913410186768,12.0,5.35521936416626
Wed Mar 27 21:51:29 GMT+01:00 2019,27-mar-2019 21:51:27.492,7.406891666666667,45.11584166666667,10.178117,7.5,362.9,310.49,0.44,-0.363,9.653,0.004712343,36.0,0.004712343215942383,2225.5,3.1300599575042725,13.0,5.3647565841674805
Wed Mar 27 21:51:30 GMT+01:00 2019,27-mar-2019 21:51:28.492,7.4067816666666655,45.115901666666666,10.356211,7.5,362.6,312.63,-0.009,-1.091,9.337,-0.022740304,37.0,-0.022740304470062256,2292.0,2.789726734161377,13.0,5.375013828277588
Wed Mar 27 21:51:31 GMT+01:00 2019,27-mar-2019 21:51:29.491,7.406671666666667,45.11597833333334,10.818947,7.5,362.7,308.96,0.316,0.306,10.4,0.08009046,38.0,0.0800904631614685,2356.5,2.4791460037231445,13.0,5.385044574737549
Wed Mar 27 21:51:32 GMT+01:00 2019,27-mar-2019 21:51:30.492,7.406568333333333,45.11604333333333,10.824609,7.6,362.1,306.95,1.053,0.823,10.056,0.05308968,39.0,0.053089678287506104,2422.75,2.951094388961792,13.0,5.3958024978637695
Wed Mar 27 21:51:33 GMT+01:00 2019,27-mar-2019 21:51:31.492,7.406468333333334,45.11610333333333,10.569306,7.6,362.6,302.39,1.618,0.43,9.634,0.015777051,38.0,0.01577705144882202,2332.5,1.832165241241455,13.0,5.406254291534424
Wed Mar 27 21:51:34 GMT+01:00 2019,27-mar-2019 21:51:32.492,7.406353333333334,45.11615333333332,10.035025,7.6,361.6,299.32,0.996,0.239,9.318,-0.025431514,36.0,-0.025431513786315918,2208.5,1.7614984512329102,13.0,5.417054176330566
Wed Mar 27 21:51:35 GMT+01:00 2019,27-mar-2019 21:51:33.492,7.406251666666666,45.116195,9.47758,7.6,360.9,298.86,3.055,-0.335,10.266,0.11137062,33.0,0.11137062311172485,2043.75,1.789738416671753,13.0,5.42655086517334
Wed Mar 27 21:51:36 GMT+01:00 2019,27-mar-2019 21:51:34.492,7.406168333333333,45.11624333333332,8.671011,7.5,360.3,303.25,2.126,0.076,8.906,-0.047610164,25.0,-0.04761016368865967,1578.5,1.891727089881897,11.0,5.434320449829102
Wed Mar 27 21:51:37 GMT+01:00 2019,27-mar-2019 21:51:35.495,7.406088333333334,45.11628,7.6333303,7.5,360.0,304.05,2.576,0.373,10.19,0.09108728,19.0,0.09108728170394897,1192.5,2.1963534355163574,10.0,5.440401077270508
Wed Mar 27 21:51:38 GMT+01:00 2019,27-mar-2019 21:51:36.491,7.406025,45.116286666666674,6.033059,7.5,359.7,304.3,-0.383,-0.086,8.906,-0.0722695,18.0,-0.0722694993019104,1113.25,2.0615947246551514,10.0,5.445067882537842
Wed Mar 27 21:51:39 GMT+01:00 2019,27-mar-2019 21:51:37.492,7.405961666666667,45.116315,6.155563,7.5,359.3,300.59,-1.13,-0.383,9.969,0.042460382,23.0,0.04246038198471069,1460.5,1.4923516511917114,10.0,5.450888156890869
